[m2000]
224,1,1,224,1,0,0,0,10000,0,4,2,无,空
224,2,1,224,2,1,0,0,10000,0,4,2,无,A相
224,3,1,224,3,2,0,0,10000,0,4,2,无,B相
224,4,1,224,4,3,0,0,10000,0,4,2,无,C相
224,5,1,224,5,4,0,0,10000,0,4,2,无,CA相
224,6,1,224,6,5,0,0,10000,0,4,2,无,AB相
224,7,1,224,7,6,0,0,10000,0,4,2,无,BC相
224,8,1,224,8,7,0,0,10000,0,4,2,A,I
224,9,1,224,9,8,0,0,10000,0,4,2,Ω,X
224,10,1,224,10,9,0,0,10000,0,4,2,Ω,R
224,11,1,224,11,A,0,0,10000,0,4,2,无,故障相
224,12,1,224,12,B,0,0,10000,0,4,2,无,开入变位
224,13,1,224,13,C,0,0,10000,0,4,2,Km,L
224,14,1,224,14,D,0,0,10000,0,4,2,A,IA
224,15,1,224,15,E,0,0,10000,0,4,2,A,IB
224,16,1,224,16,F,0,0,10000,0,4,2,A,IC
224,17,1,224,17,10,0,0,10000,0,4,2,A,3I0
224,18,1,224,18,11,0,0,10000,0,4,2,V,U
224,19,1,224,19,12,0,0,10000,0,4,2,V,UA
224,20,1,224,20,13,0,0,10000,0,4,2,V,UB
224,21,1,224,21,14,0,0,10000,0,4,2,V,UC
224,22,1,224,22,15,0,0,10000,0,4,2,V,UAB
224,23,1,224,23,16,0,0,10000,0,4,2,V,UBC
224,24,1,224,24,17,0,0,10000,0,4,2,V,UCA
224,25,1,224,25,18,0,0,10000,0,4,2,V,3U0
224,26,1,224,26,19,0,0,10000,0,4,2,A,3I2
224,27,1,224,27,1A,0,0,10000,0,4,2,Ω,X定值
224,28,1,224,28,1B,0,0,10000,0,4,2,Ω,R定值
224,29,1,224,29,1C,0,0,10000,0,4,2,A,3I0定值
224,30,1,224,30,1D,0,0,10000,0,4,2,A,3I2定值
224,31,1,224,31,1E,0,0,10000,0,4,2,Hz,F
224,32,1,224,32,1F,0,0,10000,0,4,2,A,IBP1
224,33,1,224,33,20,0,0,10000,0,4,2,A,IBP2
224,34,1,224,34,21,0,0,10000,0,4,2,A,IBP3
224,35,1,224,35,22,0,0,10000,0,4,2,V,UBP1
224,36,1,224,36,23,0,0,10000,0,4,2,V,UBP2
224,37,1,224,37,24,0,0,10000,0,4,2,V,UBP3
224,38,1,224,38,25,0,0,10000,0,4,2,无,角度
224,39,1,224,39,26,0,0,10000,0,4,2,,ABC相
224,40,1,224,40,27,0,0,10000,0,4,2,A,I2
224,41,1,224,41,28,0,0,10000,0,4,2,无,Imax
224,42,1,224,42,29,0,0,10000,0,4,2,Kw,P
224,43,1,224,43,2A,0,0,10000,0,4,2,无,Umin
224,44,1,224,44,2B,0,0,10000,0,4,2,Hz,频差
224,45,1,224,45,2C,0,0,10000,0,4,2,V,压差
224,46,1,224,46,2D,0,0,10000,0,4,2,Hz,fx
224,47,1,224,47,2E,0,0,10000,0,4,2,无,装置号
224,48,1,224,48,2F,0,0,10000,0,4,2,无,未定义
224,49,1,224,49,30,0,0,10000,0,4,2,无,定值区号：
224,50,1,224,50,31,0,0,10000,0,4,2,无,CRC校验
224,51,1,224,51,32,0,0,10000,0,4,2,无,定值区变化
224,52,1,224,52,33,0,0,10000,0,4,2,无,操作对象号
224,53,1,224,53,34,0,0,10000,0,4,2,无,有载调压档位
224,54,1,224,54,35,0,0,10000,0,4,2,无,通道号
224,55,1,224,55,36,0,0,10000,0,4,2,无,端子号
224,56,1,224,56,37,0,0,10000,0,4,2,无,开出端子号
224,57,1,224,57,38,0,0,10000,0,4,2,无,开入端子号
224,58,1,224,58,39,0,0,10000,0,4,2,无,压板号
224,59,1,224,59,3A,0,0,10000,0,4,2,无,装置地址
224,60,1,224,60,3B,0,0,10000,0,4,2,无,相别
